Transaction ID,Customer ID,Category,Item,Price Per Unit,Quantity,Total Spent,Payment Method,Location,Transaction Date,Discount Applied,Año,Mes,AñoMes,Canal,Ingreso Validado,Origen Precio,Origen Artículo,Estado Calidad
TXN_7357090,CUST_09,Food,Item_20_FOOD,33.5,,,Cash,In-store,2022-12-12,Desconocido,2022,12,2022-12,In-store,,Original,Inferido: categoría + precio único,Importe/cantidad no recuperable
TXN_6837467,CUST_06,Butchers,Item_21_BUT,35.0,,,Digital Wallet,Online,2022-10-01,No,2022,10,2022-10,Online,,Original,Inferido: categoría + precio único,Importe/cantidad no recuperable
TXN_8283688,CUST_08,Electric household essentials,Item_17_EHE,29.0,,,Digital Wallet,In-store,2023-06-04,Sí,2023,6,2023-06,In-store,,Original,Inferido: categoría + precio único,Importe/cantidad no recuperable
TXN_9164821,CUST_24,Food,Item_4_FOOD,9.5,,,Cash,Online,2024-11-17,Desconocido,2024,11,2024-11,Online,,Original,Inferido: categoría + precio único,Importe/cantidad no recuperable
TXN_7498795,CUST_10,Furniture,Item_4_FUR,9.5,,,Digital Wallet,In-store,2025-01-10,Desconocido,2025,1,2025-01,In-store,,Original,Inferido: categoría + precio único,Importe/cantidad no recuperable
TXN_6172206,CUST_16,Beverages,Item_9_BEV,17.0,,,Digital Wallet,In-store,2024-04-24,Sí,2024,4,2024-04,In-store,,Original,Inferido: categoría + precio único,Importe/cantidad no recuperable
TXN_2257428,CUST_13,Milk Products,Item_21_MILK,35.0,,,Cash,In-store,2024-05-16,No,2024,5,2024-05,In-store,,Original,Inferido: categoría + precio único,Importe/cantidad no recuperable
TXN_7820167,CUST_16,Milk Products,Item_4_MILK,9.5,,,Credit Card,In-store,2023-11-21,Sí,2023,11,2023-11,In-store,,Original,Inferido: categoría + precio único,Importe/cantidad no recuperable
TXN_5328564,CUST_19,Milk Products,Item_21_MILK,35.0,,,Credit Card,Online,2024-09-13,Sí,2024,9,2024-09,Online,,Original,Inferido: categoría + precio único,Importe/cantidad no recuperable
TXN_3598978,CUST_17,Butchers,Item_25_BUT,41.0,,,Cash,Online,2023-10-24,Sí,2023,10,2023-10,Online,,Original,Inferido: categoría + precio único,Importe/cantidad no recuperable
TXN_6717536,CUST_20,Beverages,Item_14_BEV,24.5,,,Credit Card,Online,2022-07-01,Desconocido,2022,7,2022-07,Online,,Original,Inferido: categoría + precio único,Importe/cantidad no recuperable
TXN_8249416,CUST_04,Beverages,Item_11_BEV,20.0,,,Cash,Online,2022-03-27,Desconocido,2022,3,2022-03,Online,,Original,Inferido: categoría + precio único,Importe/cantidad no recuperable
TXN_2165479,CUST_11,Electric household essentials,Item_22_EHE,36.5,,,Digital Wallet,Online,2024-06-08,Sí,2024,6,2024-06,Online,,Original,Inferido: categoría + precio único,Importe/cantidad no recuperable
TXN_9620236,CUST_09,Beverages,Item_20_BEV,33.5,,,Credit Card,Online,2024-09-16,No,2024,9,2024-09,Online,,Original,Inferido: categoría + precio único,Importe/cantidad no recuperable
TXN_5266941,CUST_03,Patisserie,Item_4_PAT,9.5,,,Digital Wallet,Online,2024-04-05,Sí,2024,4,2024-04,Online,,Original,Inferido: categoría + precio único,Importe/cantidad no recuperable
TXN_4891833,CUST_03,Computers and electric accessories,Item_17_CEA,29.0,,,Cash,Online,2023-02-25,No,2023,2,2023-02,Online,,Original,Inferido: categoría + precio único,Importe/cantidad no recuperable
TXN_2360216,CUST_07,Food,Item_25_FOOD,41.0,,,Digital Wallet,In-store,2022-06-01,Desconocido,2022,6,2022-06,In-store,,Original,Inferido: categoría + precio único,Importe/cantidad no recuperable
TXN_9247444,CUST_21,Patisserie,Item_5_PAT,11.0,,,Digital Wallet,In-store,2022-03-20,No,2022,3,2022-03,In-store,,Original,Inferido: categoría + precio único,Importe/cantidad no recuperable
TXN_7478827,CUST_07,Milk Products,Item_2_MILK,6.5,,,Digital Wallet,In-store,2022-11-09,Sí,2022,11,2022-11,In-store,,Original,Inferido: categoría + precio único,Importe/cantidad no recuperable
TXN_8404647,CUST_10,Food,Item_11_FOOD,20.0,,,Credit Card,Online,2024-05-14,Sí,2024,5,2024-05,Online,,Original,Inferido: categoría + precio único,Importe/cantidad no recuperable
TXN_2491501,CUST_06,Beverages,Item_2_BEV,6.5,,,Cash,In-store,2022-05-04,Sí,2022,5,2022-05,In-store,,Original,Inferido: categoría + precio único,Importe/cantidad no recuperable
TXN_9077055,CUST_25,Food,Item_10_FOOD,18.5,,,Digital Wallet,In-store,2023-05-15,Sí,2023,5,2023-05,In-store,,Original,Inferido: categoría + precio único,Importe/cantidad no recuperable
TXN_2537913,CUST_08,Butchers,Item_13_BUT,23.0,,,Cash,Online,2023-03-25,No,2023,3,2023-03,Online,,Original,Inferido: categoría + precio único,Importe/cantidad no recuperable
TXN_2901672,CUST_23,Milk Products,Item_16_MILK,27.5,,,Cash,In-store,2024-06-01,Desconocido,2024,6,2024-06,In-store,,Original,Inferido: categoría + precio único,Importe/cantidad no recuperable
TXN_3281825,CUST_17,Beverages,Item_23_BEV,38.0,,,Credit Card,Online,2022-01-29,Desconocido,2022,1,2022-01,Online,,Original,Inferido: categoría + precio único,Importe/cantidad no recuperable
TXN_3652632,CUST_08,Milk Products,Item_4_MILK,9.5,,,Credit Card,In-store,2024-08-16,Sí,2024,8,2024-08,In-store,,Original,Inferido: categoría + precio único,Importe/cantidad no recuperable
TXN_1228408,CUST_01,Patisserie,Item_25_PAT,41.0,,,Cash,Online,2023-12-19,Desconocido,2023,12,2023-12,Online,,Original,Inferido: categoría + precio único,Importe/cantidad no recuperable
TXN_7323366,CUST_23,Patisserie,Item_13_PAT,23.0,,,Credit Card,In-store,2022-11-04,No,2022,11,2022-11,In-store,,Original,Inferido: categoría + precio único,Importe/cantidad no recuperable
TXN_8074211,CUST_18,Milk Products,Item_17_MILK,29.0,,,Cash,In-store,2024-04-17,No,2024,4,2024-04,In-store,,Original,Inferido: categoría + precio único,Importe/cantidad no recuperable
TXN_2114614,CUST_12,Beverages,Item_14_BEV,24.5,,,Digital Wallet,In-store,2023-09-02,Desconocido,2023,9,2023-09,In-store,,Original,Inferido: categoría + precio único,Importe/cantidad no recuperable
TXN_9374739,CUST_05,Computers and electric accessories,Item_22_CEA,36.5,,,Cash,In-store,2022-07-24,Sí,2022,7,2022-07,In-store,,Original,Inferido: categoría + precio único,Importe/cantidad no recuperable
TXN_6036397,CUST_06,Butchers,Item_22_BUT,36.5,,,Digital Wallet,Online,2023-10-08,No,2023,10,2023-10,Online,,Original,Inferido: categoría + precio único,Importe/cantidad no recuperable
TXN_7766873,CUST_09,Computers and electric accessories,Item_12_CEA,21.5,,,Digital Wallet,Online,2023-03-29,No,2023,3,2023-03,Online,,Original,Inferido: categoría + precio único,Importe/cantidad no recuperable
TXN_1746795,CUST_18,Electric household essentials,Item_4_EHE,9.5,,,Credit Card,In-store,2024-01-15,No,2024,1,2024-01,In-store,,Original,Inferido: categoría + precio único,Importe/cantidad no recuperable
TXN_9349221,CUST_09,Butchers,Item_2_BUT,6.5,,,Digital Wallet,Online,2023-05-02,Desconocido,2023,5,2023-05,Online,,Original,Inferido: categoría + precio único,Importe/cantidad no recuperable
TXN_8925408,CUST_22,Computers and electric accessories,Item_21_CEA,35.0,,,Cash,In-store,2024-11-30,No,2024,11,2024-11,In-store,,Original,Inferido: categoría + precio único,Importe/cantidad no recuperable
TXN_1226245,CUST_18,Food,Item_12_FOOD,21.5,,,Credit Card,In-store,2023-05-31,Desconocido,2023,5,2023-05,In-store,,Original,Inferido: categoría + precio único,Importe/cantidad no recuperable
TXN_4044974,CUST_23,Furniture,Item_11_FUR,20.0,,,Cash,Online,2024-01-14,No,2024,1,2024-01,Online,,Original,Inferido: categoría + precio único,Importe/cantidad no recuperable
TXN_2551088,CUST_17,Beverages,Item_18_BEV,30.5,,,Digital Wallet,Online,2024-05-14,No,2024,5,2024-05,Online,,Original,Inferido: categoría + precio único,Importe/cantidad no recuperable
TXN_5080357,CUST_06,Beverages,Item_7_BEV,14.0,,,Digital Wallet,In-store,2023-07-22,Sí,2023,7,2023-07,In-store,,Original,Inferido: categoría + precio único,Importe/cantidad no recuperable
TXN_2083689,CUST_18,Food,Item_16_FOOD,27.5,,,Credit Card,In-store,2022-11-07,Sí,2022,11,2022-11,In-store,,Original,Inferido: categoría + precio único,Importe/cantidad no recuperable
TXN_6364752,CUST_23,Patisserie,Item_1_PAT,5.0,,,Cash,Online,2024-07-14,No,2024,7,2024-07,Online,,Original,Inferido: categoría + precio único,Importe/cantidad no recuperable
TXN_1337454,CUST_09,Food,Item_25_FOOD,41.0,,,Digital Wallet,In-store,2022-11-05,Sí,2022,11,2022-11,In-store,,Original,Inferido: categoría + precio único,Importe/cantidad no recuperable
TXN_7612835,CUST_08,Beverages,Item_2_BEV,6.5,,,Credit Card,Online,2024-11-04,Desconocido,2024,11,2024-11,Online,,Original,Inferido: categoría + precio único,Importe/cantidad no recuperable
TXN_4894246,CUST_24,Electric household essentials,Item_17_EHE,29.0,,,Digital Wallet,Online,2022-05-06,No,2022,5,2022-05,Online,,Original,Inferido: categoría + precio único,Importe/cantidad no recuperable
TXN_7554858,CUST_25,Milk Products,Item_2_MILK,6.5,,,Digital Wallet,Online,2023-09-27,Sí,2023,9,2023-09,Online,,Original,Inferido: categoría + precio único,Importe/cantidad no recuperable
TXN_5793195,CUST_23,Furniture,Item_15_FUR,26.0,,,Cash,In-store,2022-02-15,Desconocido,2022,2,2022-02,In-store,,Original,Inferido: categoría + precio único,Importe/cantidad no recuperable
TXN_7140503,CUST_25,Electric household essentials,Item_24_EHE,39.5,,,Digital Wallet,In-store,2024-06-12,Sí,2024,6,2024-06,In-store,,Original,Inferido: categoría + precio único,Importe/cantidad no recuperable
TXN_8927407,CUST_24,Food,Item_5_FOOD,11.0,,,Cash,Online,2023-10-26,Sí,2023,10,2023-10,Online,,Original,Inferido: categoría + precio único,Importe/cantidad no recuperable
TXN_7954454,CUST_08,Furniture,Item_21_FUR,35.0,,,Digital Wallet,In-store,2022-09-14,Sí,2022,9,2022-09,In-store,,Original,Inferido: categoría + precio único,Importe/cantidad no recuperable
TXN_9158283,CUST_21,Patisserie,Item_17_PAT,29.0,,,Cash,In-store,2024-09-26,Desconocido,2024,9,2024-09,In-store,,Original,Inferido: categoría + precio único,Importe/cantidad no recuperable
TXN_5473528,CUST_16,Patisserie,Item_10_PAT,18.5,,,Credit Card,Online,2023-12-03,No,2023,12,2023-12,Online,,Original,Inferido: categoría + precio único,Importe/cantidad no recuperable
TXN_7941731,CUST_01,Electric household essentials,Item_2_EHE,6.5,,,Digital Wallet,In-store,2023-02-15,No,2023,2,2023-02,In-store,,Original,Inferido: categoría + precio único,Importe/cantidad no recuperable
TXN_6015868,CUST_07,Patisserie,Item_14_PAT,24.5,,,Credit Card,In-store,2023-04-08,Sí,2023,4,2023-04,In-store,,Original,Inferido: categoría + precio único,Importe/cantidad no recuperable
TXN_6780214,CUST_05,Food,Item_4_FOOD,9.5,,,Credit Card,Online,2022-08-15,Desconocido,2022,8,2022-08,Online,,Original,Inferido: categoría + precio único,Importe/cantidad no recuperable
TXN_5158837,CUST_17,Food,Item_9_FOOD,17.0,,,Credit Card,Online,2023-03-20,Desconocido,2023,3,2023-03,Online,,Original,Inferido: categoría + precio único,Importe/cantidad no recuperable
TXN_2350545,CUST_17,Butchers,Item_25_BUT,41.0,,,Credit Card,In-store,2023-07-29,No,2023,7,2023-07,In-store,,Original,Inferido: categoría + precio único,Importe/cantidad no recuperable
TXN_1376742,CUST_24,Patisserie,Item_9_PAT,17.0,,,Credit Card,Online,2024-10-20,Sí,2024,10,2024-10,Online,,Original,Inferido: categoría + precio único,Importe/cantidad no recuperable
TXN_6133268,CUST_13,Patisserie,Item_12_PAT,21.5,,,Credit Card,Online,2024-03-17,Desconocido,2024,3,2024-03,Online,,Original,Inferido: categoría + precio único,Importe/cantidad no recuperable
TXN_6251701,CUST_07,Food,Item_18_FOOD,30.5,,,Cash,Online,2024-06-25,Desconocido,2024,6,2024-06,Online,,Original,Inferido: categoría + precio único,Importe/cantidad no recuperable
TXN_8496149,CUST_23,Milk Products,Item_11_MILK,20.0,,,Cash,In-store,2023-03-17,No,2023,3,2023-03,In-store,,Original,Inferido: categoría + precio único,Importe/cantidad no recuperable
TXN_6227305,CUST_22,Beverages,Item_15_BEV,26.0,,,Digital Wallet,Online,2022-01-31,Sí,2022,1,2022-01,Online,,Original,Inferido: categoría + precio único,Importe/cantidad no recuperable
TXN_4699589,CUST_13,Electric household essentials,Item_25_EHE,41.0,,,Credit Card,Online,2023-07-07,No,2023,7,2023-07,Online,,Original,Inferido: categoría + precio único,Importe/cantidad no recuperable
TXN_3747085,CUST_04,Beverages,Item_19_BEV,32.0,,,Cash,In-store,2024-01-24,No,2024,1,2024-01,In-store,,Original,Inferido: categoría + precio único,Importe/cantidad no recuperable
TXN_5771988,CUST_22,Patisserie,Item_15_PAT,26.0,,,Credit Card,In-store,2023-04-07,No,2023,4,2023-04,In-store,,Original,Inferido: categoría + precio único,Importe/cantidad no recuperable
TXN_7589967,CUST_16,Electric household essentials,Item_7_EHE,14.0,,,Cash,Online,2023-02-25,Desconocido,2023,2,2023-02,Online,,Original,Inferido: categoría + precio único,Importe/cantidad no recuperable
TXN_6096860,CUST_18,Furniture,Item_21_FUR,35.0,,,Digital Wallet,Online,2024-05-15,Desconocido,2024,5,2024-05,Online,,Original,Inferido: categoría + precio único,Importe/cantidad no recuperable
TXN_2337522,CUST_10,Beverages,Item_25_BEV,41.0,,,Cash,Online,2022-07-15,Sí,2022,7,2022-07,Online,,Original,Inferido: categoría + precio único,Importe/cantidad no recuperable
TXN_8076264,CUST_19,Furniture,Item_2_FUR,6.5,,,Digital Wallet,In-store,2024-12-01,Desconocido,2024,12,2024-12,In-store,,Original,Inferido: categoría + precio único,Importe/cantidad no recuperable
TXN_4195260,CUST_17,Furniture,Item_21_FUR,35.0,,,Cash,Online,2023-10-05,Sí,2023,10,2023-10,Online,,Original,Inferido: categoría + precio único,Importe/cantidad no recuperable
TXN_6730526,CUST_20,Patisserie,Item_25_PAT,41.0,,,Cash,In-store,2022-01-07,Desconocido,2022,1,2022-01,In-store,,Original,Inferido: categoría + precio único,Importe/cantidad no recuperable
TXN_8416020,CUST_02,Patisserie,Item_17_PAT,29.0,,,Digital Wallet,In-store,2024-03-05,No,2024,3,2024-03,In-store,,Original,Inferido: categoría + precio único,Importe/cantidad no recuperable
TXN_7581115,CUST_18,Furniture,Item_21_FUR,35.0,,,Credit Card,In-store,2022-01-22,Sí,2022,1,2022-01,In-store,,Original,Inferido: categoría + precio único,Importe/cantidad no recuperable
TXN_1579155,CUST_22,Butchers,Item_1_BUT,5.0,,,Cash,In-store,2023-12-29,Sí,2023,12,2023-12,In-store,,Original,Inferido: categoría + precio único,Importe/cantidad no recuperable
TXN_7784746,CUST_16,Electric household essentials,Item_25_EHE,41.0,,,Credit Card,Online,2022-04-05,Sí,2022,4,2022-04,Online,,Original,Inferido: categoría + precio único,Importe/cantidad no recuperable
TXN_2946597,CUST_15,Computers and electric accessories,Item_20_CEA,33.5,,,Credit Card,In-store,2022-02-11,Sí,2022,2,2022-02,In-store,,Original,Inferido: categoría + precio único,Importe/cantidad no recuperable
TXN_2324066,CUST_12,Beverages,Item_7_BEV,14.0,,,Credit Card,Online,2023-09-28,Sí,2023,9,2023-09,Online,,Original,Inferido: categoría + precio único,Importe/cantidad no recuperable
TXN_8697688,CUST_12,Computers and electric accessories,Item_9_CEA,17.0,,,Digital Wallet,Online,2022-06-08,Sí,2022,6,2022-06,Online,,Original,Inferido: categoría + precio único,Importe/cantidad no recuperable
TXN_2763819,CUST_03,Beverages,Item_24_BEV,39.5,,,Digital Wallet,In-store,2022-01-23,Desconocido,2022,1,2022-01,In-store,,Original,Inferido: categoría + precio único,Importe/cantidad no recuperable
TXN_6989869,CUST_16,Computers and electric accessories,Item_10_CEA,18.5,,,Cash,In-store,2022-02-21,Desconocido,2022,2,2022-02,In-store,,Original,Inferido: categoría + precio único,Importe/cantidad no recuperable
TXN_2325423,CUST_12,Food,Item_3_FOOD,8.0,,,Cash,In-store,2024-12-17,Desconocido,2024,12,2024-12,In-store,,Original,Inferido: categoría + precio único,Importe/cantidad no recuperable
TXN_1499569,CUST_13,Food,Item_17_FOOD,29.0,,,Credit Card,Online,2025-01-02,Desconocido,2025,1,2025-01,Online,,Original,Inferido: categoría + precio único,Importe/cantidad no recuperable
TXN_8469419,CUST_24,Food,Item_20_FOOD,33.5,,,Cash,Online,2023-03-25,Sí,2023,3,2023-03,Online,,Original,Inferido: categoría + precio único,Importe/cantidad no recuperable
TXN_7819012,CUST_19,Computers and electric accessories,Item_2_CEA,6.5,,,Digital Wallet,Online,2023-07-02,No,2023,7,2023-07,Online,,Original,Inferido: categoría + precio único,Importe/cantidad no recuperable
TXN_7378094,CUST_22,Milk Products,Item_11_MILK,20.0,,,Cash,In-store,2023-12-06,Desconocido,2023,12,2023-12,In-store,,Original,Inferido: categoría + precio único,Importe/cantidad no recuperable
TXN_4495319,CUST_25,Computers and electric accessories,Item_8_CEA,15.5,,,Cash,Online,2023-04-15,Desconocido,2023,4,2023-04,Online,,Original,Inferido: categoría + precio único,Importe/cantidad no recuperable
TXN_7171953,CUST_11,Patisserie,Item_24_PAT,39.5,,,Cash,Online,2022-11-11,No,2022,11,2022-11,Online,,Original,Inferido: categoría + precio único,Importe/cantidad no recuperable
TXN_9379358,CUST_25,Furniture,Item_11_FUR,20.0,,,Cash,Online,2022-04-07,Sí,2022,4,2022-04,Online,,Original,Inferido: categoría + precio único,Importe/cantidad no recuperable
TXN_6522433,CUST_22,Computers and electric accessories,Item_11_CEA,20.0,,,Credit Card,In-store,2024-10-19,Desconocido,2024,10,2024-10,In-store,,Original,Inferido: categoría + precio único,Importe/cantidad no recuperable
TXN_2154827,CUST_11,Butchers,Item_25_BUT,41.0,,,Credit Card,In-store,2024-08-04,No,2024,8,2024-08,In-store,,Original,Inferido: categoría + precio único,Importe/cantidad no recuperable
TXN_9120906,CUST_10,Computers and electric accessories,Item_12_CEA,21.5,,,Credit Card,In-store,2024-02-13,Desconocido,2024,2,2024-02,In-store,,Original,Inferido: categoría + precio único,Importe/cantidad no recuperable
TXN_2478597,CUST_07,Computers and electric accessories,Item_5_CEA,11.0,,,Cash,In-store,2024-09-06,No,2024,9,2024-09,In-store,,Original,Inferido: categoría + precio único,Importe/cantidad no recuperable
TXN_7224577,CUST_12,Food,Item_11_FOOD,20.0,,,Credit Card,In-store,2022-09-27,Sí,2022,9,2022-09,In-store,,Original,Inferido: categoría + precio único,Importe/cantidad no recuperable
TXN_5752809,CUST_11,Butchers,Item_13_BUT,23.0,,,Cash,In-store,2023-12-24,No,2023,12,2023-12,In-store,,Original,Inferido: categoría + precio único,Importe/cantidad no recuperable
TXN_2501304,CUST_14,Beverages,Item_8_BEV,15.5,,,Credit Card,In-store,2024-07-14,Desconocido,2024,7,2024-07,In-store,,Original,Inferido: categoría + precio único,Importe/cantidad no recuperable
TXN_6314198,CUST_23,Beverages,Item_14_BEV,24.5,,,Credit Card,Online,2024-01-06,Sí,2024,1,2024-01,Online,,Original,Inferido: categoría + precio único,Importe/cantidad no recuperable
TXN_1977173,CUST_23,Butchers,Item_4_BUT,9.5,,,Credit Card,Online,2022-06-14,Sí,2022,6,2022-06,Online,,Original,Inferido: categoría + precio único,Importe/cantidad no recuperable
TXN_4219435,CUST_23,Food,Item_8_FOOD,15.5,,,Digital Wallet,Online,2022-10-07,Desconocido,2022,10,2022-10,Online,,Original,Inferido: categoría + precio único,Importe/cantidad no recuperable
TXN_1443512,CUST_19,Patisserie,Item_17_PAT,29.0,,,Cash,Online,2022-11-20,Sí,2022,11,2022-11,Online,,Original,Inferido: categoría + precio único,Importe/cantidad no recuperable
TXN_9682557,CUST_05,Beverages,Item_19_BEV,32.0,,,Digital Wallet,Online,2022-12-15,Sí,2022,12,2022-12,Online,,Original,Inferido: categoría + precio único,Importe/cantidad no recuperable
TXN_2147697,CUST_04,Milk Products,Item_24_MILK,39.5,,,Credit Card,In-store,2022-03-19,No,2022,3,2022-03,In-store,,Original,Inferido: categoría + precio único,Importe/cantidad no recuperable
TXN_3521719,CUST_22,Patisserie,Item_24_PAT,39.5,,,Cash,In-store,2022-10-15,Desconocido,2022,10,2022-10,In-store,,Original,Inferido: categoría + precio único,Importe/cantidad no recuperable
TXN_5780579,CUST_08,Furniture,Item_6_FUR,12.5,,,Digital Wallet,In-store,2023-05-23,Sí,2023,5,2023-05,In-store,,Original,Inferido: categoría + precio único,Importe/cantidad no recuperable
TXN_3359492,CUST_17,Milk Products,Item_3_MILK,8.0,,,Cash,Online,2024-11-05,Sí,2024,11,2024-11,Online,,Original,Inferido: categoría + precio único,Importe/cantidad no recuperable
TXN_1490623,CUST_19,Butchers,Item_17_BUT,29.0,,,Cash,Online,2023-09-05,No,2023,9,2023-09,Online,,Original,Inferido: categoría + precio único,Importe/cantidad no recuperable
TXN_2258558,CUST_17,Beverages,Item_8_BEV,15.5,,,Cash,In-store,2023-11-23,Desconocido,2023,11,2023-11,In-store,,Original,Inferido: categoría + precio único,Importe/cantidad no recuperable
TXN_6771885,CUST_25,Patisserie,Item_3_PAT,8.0,,,Digital Wallet,Online,2025-01-04,No,2025,1,2025-01,Online,,Original,Inferido: categoría + precio único,Importe/cantidad no recuperable
TXN_4617564,CUST_14,Butchers,Item_16_BUT,27.5,,,Digital Wallet,In-store,2024-04-15,No,2024,4,2024-04,In-store,,Original,Inferido: categoría + precio único,Importe/cantidad no recuperable
TXN_7799324,CUST_21,Furniture,Item_10_FUR,18.5,,,Digital Wallet,Online,2023-10-31,Sí,2023,10,2023-10,Online,,Original,Inferido: categoría + precio único,Importe/cantidad no recuperable
TXN_5193416,CUST_05,Milk Products,Item_7_MILK,14.0,,,Digital Wallet,Online,2024-12-16,Sí,2024,12,2024-12,Online,,Original,Inferido: categoría + precio único,Importe/cantidad no recuperable
TXN_2407302,CUST_14,Patisserie,Item_23_PAT,38.0,,,Cash,In-store,2022-02-25,No,2022,2,2022-02,In-store,,Original,Inferido: categoría + precio único,Importe/cantidad no recuperable
TXN_2669850,CUST_22,Electric household essentials,Item_17_EHE,29.0,,,Cash,Online,2024-06-07,Sí,2024,6,2024-06,Online,,Original,Inferido: categoría + precio único,Importe/cantidad no recuperable
TXN_8940025,CUST_11,Milk Products,Item_8_MILK,15.5,,,Credit Card,Online,2022-07-24,Sí,2022,7,2022-07,Online,,Original,Inferido: categoría + precio único,Importe/cantidad no recuperable
TXN_5504521,CUST_05,Beverages,Item_21_BEV,35.0,,,Digital Wallet,In-store,2024-04-19,No,2024,4,2024-04,In-store,,Original,Inferido: categoría + precio único,Importe/cantidad no recuperable
TXN_6920044,CUST_09,Patisserie,Item_8_PAT,15.5,,,Cash,Online,2024-08-08,Sí,2024,8,2024-08,Online,,Original,Inferido: categoría + precio único,Importe/cantidad no recuperable
TXN_6292395,CUST_08,Food,Item_10_FOOD,18.5,,,Digital Wallet,In-store,2023-07-11,Sí,2023,7,2023-07,In-store,,Original,Inferido: categoría + precio único,Importe/cantidad no recuperable
TXN_4333089,CUST_20,Food,Item_11_FOOD,20.0,,,Credit Card,Online,2023-12-21,Sí,2023,12,2023-12,Online,,Original,Inferido: categoría + precio único,Importe/cantidad no recuperable
TXN_3522256,CUST_16,Butchers,Item_6_BUT,12.5,,,Credit Card,Online,2024-05-02,Sí,2024,5,2024-05,Online,,Original,Inferido: categoría + precio único,Importe/cantidad no recuperable
TXN_5599144,CUST_05,Patisserie,Item_18_PAT,30.5,,,Cash,In-store,2022-09-11,Desconocido,2022,9,2022-09,In-store,,Original,Inferido: categoría + precio único,Importe/cantidad no recuperable
TXN_1679439,CUST_10,Milk Products,Item_22_MILK,36.5,,,Cash,Online,2023-11-01,Desconocido,2023,11,2023-11,Online,,Original,Inferido: categoría + precio único,Importe/cantidad no recuperable
TXN_8800567,CUST_13,Computers and electric accessories,Item_19_CEA,32.0,,,Cash,Online,2023-10-05,No,2023,10,2023-10,Online,,Original,Inferido: categoría + precio único,Importe/cantidad no recuperable
TXN_6380866,CUST_22,Computers and electric accessories,Item_25_CEA,41.0,,,Credit Card,In-store,2024-05-29,No,2024,5,2024-05,In-store,,Original,Inferido: categoría + precio único,Importe/cantidad no recuperable
TXN_6172739,CUST_03,Beverages,Item_3_BEV,8.0,,,Credit Card,In-store,2023-09-12,No,2023,9,2023-09,In-store,,Original,Inferido: categoría + precio único,Importe/cantidad no recuperable
TXN_3347185,CUST_01,Butchers,Item_2_BUT,6.5,,,Cash,In-store,2023-08-07,Sí,2023,8,2023-08,In-store,,Original,Inferido: categoría + precio único,Importe/cantidad no recuperable
TXN_3246313,CUST_23,Patisserie,Item_7_PAT,14.0,,,Digital Wallet,Online,2024-01-11,Desconocido,2024,1,2024-01,Online,,Original,Inferido: categoría + precio único,Importe/cantidad no recuperable
TXN_2801305,CUST_04,Butchers,Item_16_BUT,27.5,,,Cash,Online,2022-06-26,Desconocido,2022,6,2022-06,Online,,Original,Inferido: categoría + precio único,Importe/cantidad no recuperable
TXN_9518220,CUST_05,Beverages,Item_19_BEV,32.0,,,Digital Wallet,In-store,2024-02-04,Sí,2024,2,2024-02,In-store,,Original,Inferido: categoría + precio único,Importe/cantidad no recuperable
TXN_1621579,CUST_09,Computers and electric accessories,Item_19_CEA,32.0,,,Credit Card,Online,2022-11-18,No,2022,11,2022-11,Online,,Original,Inferido: categoría + precio único,Importe/cantidad no recuperable
TXN_9692463,CUST_16,Milk Products,Item_16_MILK,27.5,,,Digital Wallet,In-store,2022-03-14,Sí,2022,3,2022-03,In-store,,Original,Inferido: categoría + precio único,Importe/cantidad no recuperable
TXN_3324948,CUST_14,Furniture,Item_23_FUR,38.0,,,Cash,Online,2022-04-25,No,2022,4,2022-04,Online,,Original,Inferido: categoría + precio único,Importe/cantidad no recuperable
TXN_5377881,CUST_23,Computers and electric accessories,Item_12_CEA,21.5,,,Cash,Online,2023-05-29,Sí,2023,5,2023-05,Online,,Original,Inferido: categoría + precio único,Importe/cantidad no recuperable
TXN_4733738,CUST_19,Butchers,Item_5_BUT,11.0,,,Cash,In-store,2023-06-29,Desconocido,2023,6,2023-06,In-store,,Original,Inferido: categoría + precio único,Importe/cantidad no recuperable
TXN_5007965,CUST_05,Computers and electric accessories,Item_14_CEA,24.5,,,Digital Wallet,Online,2024-11-19,Sí,2024,11,2024-11,Online,,Original,Inferido: categoría + precio único,Importe/cantidad no recuperable
TXN_1158381,CUST_24,Butchers,Item_22_BUT,36.5,,,Credit Card,Online,2022-12-26,Sí,2022,12,2022-12,Online,,Original,Inferido: categoría + precio único,Importe/cantidad no recuperable
TXN_4168865,CUST_11,Patisserie,Item_15_PAT,26.0,,,Cash,Online,2023-12-03,No,2023,12,2023-12,Online,,Original,Inferido: categoría + precio único,Importe/cantidad no recuperable
TXN_4426046,CUST_10,Butchers,Item_23_BUT,38.0,,,Cash,Online,2024-02-16,No,2024,2,2024-02,Online,,Original,Inferido: categoría + precio único,Importe/cantidad no recuperable
TXN_9767779,CUST_03,Computers and electric accessories,Item_17_CEA,29.0,,,Cash,In-store,2022-08-03,Desconocido,2022,8,2022-08,In-store,,Original,Inferido: categoría + precio único,Importe/cantidad no recuperable
TXN_1746192,CUST_24,Electric household essentials,Item_8_EHE,15.5,,,Cash,In-store,2022-07-30,No,2022,7,2022-07,In-store,,Original,Inferido: categoría + precio único,Importe/cantidad no recuperable
TXN_9038096,CUST_25,Electric household essentials,Item_13_EHE,23.0,,,Credit Card,Online,2024-05-08,No,2024,5,2024-05,Online,,Original,Inferido: categoría + precio único,Importe/cantidad no recuperable
